Left-Accumbens-area,Left-Amygdala,Left-Caudate,Left-Hippocampus,Left-Pallidum,Left-Putamen,Left-Thalamus-Proper,Left-bankssts,Left-caudalanteriorcingulate,Left-caudalmiddlefrontal,Left-cuneus,Left-entorhinal,Left-frontalpole,Left-fusiform,Left-inferiorparietal,Left-inferiortemporal,Left-insula,Left-isthmuscingulate,Left-lateraloccipital,Left-lateralorbitofrontal,Left-lingual,Left-medialorbitofrontal,Left-middletemporal,Left-paracentral,Left-parahippocampal,Left-parsopercularis,Left-parsorbitalis,Left-parstriangularis,Left-pericalcarine,Left-postcentral,Left-posteriorcingulate,Left-precentral,Left-precuneus,Left-rostralanteriorcingulate,Left-rostralmiddlefrontal,Left-superiorfrontal,Left-superiorparietal,Left-superiortemporal,Left-supramarginal,Left-temporalpole,Left-transversetemporal,Right-Accumbens-area,Right-Amygdala,Right-Caudate,Right-Hippocampus,Right-Pallidum,Right-Putamen,Right-Thalamus-Proper,Right-bankssts,Right-caudalanteriorcingulate,Right-caudalmiddlefrontal,Right-cuneus,Right-entorhinal,Right-frontalpole,Right-fusiform,Right-inferiorparietal,Right-inferiortemporal,Right-insula,Right-isthmuscingulate,Right-lateraloccipital,Right-lateralorbitofrontal,Right-lingual,Right-medialorbitofrontal,Right-middletemporal,Right-paracentral,Right-parahippocampal,Right-parsopercularis,Right-parsorbitalis,Right-parstriangularis,Right-pericalcarine,Right-postcentral,Right-posteriorcingulate,Right-precentral,Right-precuneus,Right-rostralanteriorcingulate,Right-rostralmiddlefrontal,Right-superiorfrontal,Right-superiorparietal,Right-superiortemporal,Right-supramarginal,Right-temporalpole,Right-transversetemporal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0102303124670536,0.00042627868199177,0.000817002563137264,0.00124336316754412,0.0396566998895419,7.85258914154054e-05,0.0927054774223105,0.00835270720887668,0.00027560264131728,0.000236627510390017,0.00529481519716281,0.0157563705679652,0.061445914226228,0.00256885912620087,0.000358482590026695,0.00230838796324456,0.101016336601218,0.00031461266058865,0.00116912578004833,0.0219028343793672,7.66265994162176e-05,0.00882858147054094,0.0579278284595814,0.000780470896467643,0.000112611826768183,9.62799705418286e-05,0.0191762533781121,0.000447332155928955,0.000121552740672182,6.2592533984898e-05,0.000227942682095436,0.00034674584612415,0.0100982382303715,0.00324203647838288,0.0421402303802994,0.0101551356073163,7.89488000981646e-05,0.00117723157395661,0.0130237255253589,0.000382644763647076,0.00569702293944544,0.000361193095980976,0.0184410815578877,0.000109597801926121,0.000785153550622221,0.0726781428837096,8.83348108979682e-05,0.0254445211175172,0.000256490660761001,5.39163317784247e-05,0.000126355849295118,0.00595911350753111,0.0022307772013722,0.00012862547015961,0.000837660231712673,0.0017706976473837,0.0129801629214737,0.0233357054755584,0.00358967495328162,0.0120978505865162,0.016414114464054,7.43246658949871e-05,0.0540597225626869,0.0211134621828977,0.0059780300937473,0.000140223619090907,0.000428638838019106,0.0667793680858706,0.000195365758527417,4.0600309917615e-05,5.87482850399471e-05,0.000159759383268361,0.00629868414631677,0.0105358111024461,0.000164541455681171,0.00964270983168625,0.000363523567500846,0.000114654311748444,0.0119439126348447,0.000159418285947646,0.0164375983000936,5.28987648528531e-05
0.0204606249341072,0.00085255736398354,0.00163400512627453,0.00248672633508825,0.0793133997790838,0.000157051782830811,0.185410954844621,0.0167054144177534,0.00055120528263456,0.000473255020780034,0.0105896303943256,0.0315127411359304,0.122891828452456,0.00513771825240174,0.000716965180053391,0.00461677592648911,0.202032673202437,0.000629225321177301,0.00233825156009666,0.0438056687587344,0.000153253198832435,0.0176571629410819,0.115855656919163,0.00156094179293529,0.000225223653536366,0.000192559941083657,0.0383525067562241,0.000894664311857911,0.000243105481344365,0.000125185067969796,0.000455885364190871,0.000693491692248301,0.020196476460743,0.00648407295676575,0.0842804607605989,0.0203102712146326,0.000157897600196329,0.00235446314791321,0.0260474510507178,0.000765289527294153,0.0113940458788909,0.000722386191961951,0.0368821631157754,0.000219195603852243,0.00157030710124444,0.145356285767419,0.000176669621795936,0.0508890422350344,0.000512981321522002,0.000107832663556849,0.000252711698590235,0.0119182270150622,0.00446155440274439,0.000257250940319221,0.00167532046342535,0.0035413952947674,0.0259603258429475,0.0466714109511168,0.00717934990656325,0.0241957011730324,0.032828228928108,0.000148649331789974,0.108119445125374,0.0422269243657955,0.0119560601874946,0.000280447238181814,0.000857277676038211,0.133558736171741,0.000390731517054835,8.12006198352301e-05,0.000117496570079894,0.000319518766536722,0.0125973682926335,0.0210716222048921,0.000329082911362343,0.0192854196633725,0.000727047135001691,0.000229308623496888,0.0238878252696894,0.000318836571895292,0.0328751966001871,0.000105797529705706
0.0306909374011608,0.00127883604597531,0.00245100768941179,0.00373008950263237,0.118970099668626,0.000235577674246216,0.278116432266931,0.02505812162663,0.00082680792395184,0.000709882531170052,0.0158844455914884,0.0472691117038956,0.184337742678684,0.00770657737860261,0.00107544777008009,0.00692516388973367,0.303049009803655,0.000943837981765951,0.00350737734014499,0.0657085031381016,0.000229879798248653,0.0264857444116228,0.173783485378744,0.00234141268940293,0.000337835480304549,0.000288839911625486,0.0575287601343361,0.00134199646778687,0.000364658222016547,0.000187777601954694,0.000683828046286306,0.00104023753837245,0.0302947146911145,0.00972610943514863,0.126420691140898,0.0304654068219489,0.000236846400294494,0.00353169472186982,0.0390711765760766,0.00114793429094123,0.0170910688183363,0.00108357928794293,0.0553232446736631,0.000328793405778364,0.00235546065186666,0.218034428651129,0.000265004432693904,0.0763335633525516,0.000769471982283003,0.000161748995335274,0.000379067547885353,0.0178773405225933,0.00669233160411659,0.000385876410478831,0.00251298069513802,0.00531209294215109,0.0389404887644212,0.0700071164266752,0.0107690248598449,0.0362935517595486,0.0492423433921619,0.000222973997684961,0.162179167688061,0.0633403865486932,0.0179340902812419,0.000420670857272721,0.00128591651405732,0.200338104257612,0.000586097275582252,0.000121800929752845,0.000176244855119841,0.000479278149805084,0.0188960524389503,0.0316074333073382,0.000493624367043514,0.0289281294950587,0.00109057070250254,0.000343962935245332,0.035831737904534,0.000478254857842938,0.0493127949002806,0.000158696294558559
0.0409212498682144,0.00170511472796708,0.00326801025254906,0.00497345267017649,0.158626799558168,0.000314103565661622,0.370821909689242,0.0334108288355067,0.00110241056526912,0.000946510041560069,0.0211792607886512,0.0630254822718608,0.245783656904912,0.0102754365048035,0.00143393036010678,0.00923355185297823,0.404065346404873,0.0012584506423546,0.00467650312019332,0.0876113375174688,0.00030650639766487,0.0353143258821638,0.231711313838326,0.00312188358587057,0.000450447307072732,0.000385119882167315,0.0767050135124482,0.00178932862371582,0.000486210962688729,0.000250370135939592,0.000911770728381742,0.0013869833844966,0.040392952921486,0.0129681459135315,0.168560921521198,0.0406205424292653,0.000315795200392659,0.00470892629582642,0.0520949021014355,0.00153057905458831,0.0227880917577817,0.0014447723839239,0.0737643262315508,0.000438391207704485,0.00314061420248888,0.290712571534838,0.000353339243591873,0.101778084470069,0.001025962643044,0.000215665327113699,0.00050542339718047,0.0238364540301245,0.00892310880548879,0.000514501880638441,0.00335064092685069,0.00708279058953479,0.0519206516858949,0.0933428219022337,0.0143586998131265,0.0483914023460649,0.0656564578562159,0.000297298663579948,0.216238890250748,0.0844538487315909,0.0239121203749892,0.000560894476363629,0.00171455535207642,0.267117472343482,0.00078146303410967,0.00016240123967046,0.000234993140159788,0.000639037533073445,0.0251947365852671,0.0421432444097843,0.000658165822724686,0.038570839326745,0.00145409427000338,0.000458617246993776,0.0477756505393787,0.000637673143790584,0.0657503932003742,0.000211595059411412
0.054676498475076,0.00274950768140232,0.00526968604804559,0.00801972213098213,0.198718083694409,0.000506493875384062,0.448932959279499,0.0437719112612295,0.00177764361984037,0.00152625309435723,0.0249809312222094,0.0849875302669033,0.298136319344846,0.0165692027265537,0.00231222126877653,0.0148891575035885,0.482708580761848,0.00202925917597638,0.00754088920831943,0.121292592396243,0.00049424339662075,0.0445503641973478,0.291222473399814,0.00503405592539148,0.000726348972623137,0.000621008109842702,0.105294838146577,0.0028853030912033,0.000784018080876309,0.000403723339355815,0.00147023574440194,0.00223651899024851,0.0541865004506834,0.0209048218257837,0.21002169739412,0.0532401349693102,0.000509221646489915,0.0075931717726516,0.0714703731885931,0.0024680678657919,0.0272044037355961,0.00232970409692773,0.100970948086209,0.000706908440395569,0.00506425915654347,0.354328349656543,0.000569761640353092,0.142648819806411,0.00165437088872285,0.000347761627874877,0.000814998246226508,0.02848568683469,0.0143885662356168,0.000829637355017114,0.00540292850380848,0.0114210421224313,0.0663396295286957,0.128046279418725,0.0216523329592269,0.0629553798924681,0.0945303612622518,0.00047939587042233,0.264361717357684,0.115809080845142,0.0282815890322876,0.000904445692669957,0.00276473074415589,0.328254179506544,0.00126011380922046,0.000261872968791699,0.000378927841832978,0.00103045183826701,0.0301786375666175,0.0530006584159023,0.00106129631955941,0.0483441770854081,0.00234473569389906,0.000739523049534834,0.0624769232476217,0.00102825175240057,0.0864379732188597,0.000341198296898232
0.0775431068188978,0.00533264140806371,0.0102205010072825,0.0155541672445986,0.237654726223723,0.00098233957703517,0.494365176115927,0.0598629482905799,0.0034477212193516,0.00296015192290848,0.0257594211291472,0.123364617779537,0.329225551863644,0.0321357954938164,0.00448452898163739,0.028877365345029,0.512072005030395,0.00393572696039377,0.0146254757962325,0.17935877791543,0.000958579901525363,0.0557384914694246,0.349899279310119,0.0097634988473862,0.00140874624003202,0.00120443873777489,0.151571858174707,0.00559601518593232,0.00152059487268618,0.000783017196646831,0.00285150685820758,0.00433770520373203,0.0776834598221532,0.0348837902561559,0.248127021712164,0.0728839950964787,0.000987630060582164,0.0147268772832562,0.10502840842297,0.00478679182751753,0.0291544238117981,0.00451843674409237,0.150706604552785,0.00137104153098438,0.00982207769849757,0.397354332786412,0.00110504674586818,0.213013643970442,0.00320863504589268,0.00067448004218536,0.00158068057955385,0.0306269734108401,0.0279064738133715,0.00160907297803375,0.0104789233574797,0.0221509918147434,0.0856556100169208,0.184031786492826,0.0353203121469427,0.0845760866001889,0.152765912791403,0.000929783279661544,0.2986284230817,0.173230135832513,0.0294242461374235,0.00175416296695588,0.00536216637915082,0.374637225901938,0.00244397756128277,0.000507899885669332,0.000734926588383324,0.00199855056922605,0.032680013536142,0.0657902327843894,0.00205837311828189,0.0594907265484286,0.0045475903692962,0.00143429722449644,0.0850848167819566,0.00199428352568513,0.118897531109721,0.000661750530361253
0.103209209620745,0.00850845993829562,0.0163072512691884,0.0248173463668675,0.273062838704716,0.00156736526937049,0.533909660929288,0.0795771249667448,0.00550098827738659,0.00472305038348355,0.0267165309552989,0.168451005858142,0.356001058611373,0.0503063559378988,0.00715525989140943,0.0539343514161142,0.538108905097826,0.00627962253751833,0.023335579006416,0.234606805926142,0.00152945567977828,0.0694845781920735,0.400751814231867,0.0155780845633017,0.00224771553707175,0.00192173408341177,0.19184261842601,0.00892868418859006,0.00242617486656128,0.00124933779319791,0.00454970248517872,0.00692099620542298,0.104511403037041,0.0457010313430457,0.280908797607512,0.0969581185954252,0.00157580646461864,0.0234973694633405,0.139218421501237,0.00763753333119436,0.0315518644972754,0.0072093611925037,0.209412707428894,0.00218755604351724,0.0156715496530711,0.433492751531492,0.00176314986283267,0.276021902698542,0.00511951595007062,0.00107616207034589,0.00252204420984295,0.0332595655669821,0.0510863630298119,0.00256734550924273,0.0167195753025442,0.0354064458789781,0.10930118969581,0.232228279652918,0.0487845618413629,0.110613425192094,0.214995683777441,0.00148350942449173,0.327157138771097,0.24007425268779,0.0308290791782905,0.00279884285994119,0.00855556830626017,0.414382513513874,0.00389947187126134,0.000810376228063601,0.00117260714838095,0.00318877384614769,0.035755315473901,0.0815115748936522,0.00328422330976223,0.0731877257405839,0.00725587706205529,0.00228848323755333,0.11274920012823,0.00318196559368054,0.158256246256803,0.00105585158383433
0.128166734627924,0.0119500575697982,0.0229033917871396,0.034855745923991,0.302026511590207,0.0022013508129218,0.567371127965115,0.100809397065032,0.00772608992488516,0.00663348295661034,0.0277537397502647,0.21495182478751,0.379002658272938,0.0680532717027623,0.0100494999388031,0.128112405648931,0.559738885611552,0.00881967493343788,0.0324892857242359,0.282579219263001,0.00214810712589034,0.0843573445770921,0.444069814617818,0.0218792835258893,0.00315689681368094,0.00269905871299363,0.2249137248696,0.0125402588541272,0.00340754138117414,0.00175468400405142,0.00639001734951233,0.00972047864066536,0.131180936131101,0.057423549789751,0.308771303971879,0.122898855812065,0.00221320639782257,0.0330018499072801,0.169691535667814,0.0107268487670999,0.0341499431048098,0.0101254847430293,0.269308308346706,0.00307240333112828,0.0220105544270406,0.465216837663024,0.0024763285621408,0.330311794159087,0.00719031537746172,0.00151146021587107,0.00354218903535634,0.0361124750903196,0.0948911564117993,0.00360581431416591,0.0234824972858722,0.0517122560131971,0.134886432068871,0.272695339275442,0.0633734367536888,0.137885186298818,0.273194580767814,0.00208357601217848,0.351609043270326,0.306811412857307,0.032351480417555,0.00393095031858559,0.0120162208606027,0.448037697917681,0.00547677413907131,0.00113816632490319,0.00164691648447913,0.00447860497844279,0.0390879844423556,0.0985339852465607,0.00461266291530468,0.0879841455427866,0.0101908158749946,0.00321415469245996,0.142447530780626,0.00446904284739648,0.199787602918163,0.00148293431519763
0.152255506655774,0.0156775119829671,0.0269353102028925,0.0457279281883705,0.329255089993191,0.00288799476878827,0.597811584374306,0.123616557619214,0.0101360070168192,0.00870259477275662,0.0288770984092734,0.261654026840673,0.399999513823522,0.0872742343401046,0.0131841336155231,0.211886248186108,0.578833408947648,0.0115707023708658,0.0421626425432188,0.326869611114672,0.00281814334451039,0.1004541460896,0.483715022996567,0.0299352823331811,0.0041415940748735,0.00354094740285037,0.254249988552669,0.0164518084793133,0.00447041953762872,0.00230200393087322,0.00838318752719104,0.0127524842017795,0.157290026676488,0.0701197229611647,0.333329220935656,0.150776953262091,0.00290354834024692,0.0581417774055644,0.19742367074589,0.0140727606627358,0.0369638163719137,0.0132838195519147,0.330127236531668,0.00403074543858328,0.0288760726687868,0.49488300648033,0.00324874340395179,0.379729146639589,0.00943311401079486,0.00198291393222944,0.00464706640310113,0.0392023453574877,0.142314686521098,0.00473053763871072,0.0308071430149161,0.0706446330213668,0.162356625491175,0.308183072707788,0.0791715372652293,0.166422168443228,0.327500340237118,0.00273348372654765,0.373855405466483,0.372283854210698,0.0340003312785526,0.00515708986037249,0.0157643128856708,0.478770518719304,0.00718508607107444,0.00149318244644914,0.00216062163462896,0.00587556861600111,0.0426974626510773,0.11697016929984,0.00605144181989897,0.104002182706326,0.0133695287293196,0.00421671179505471,0.174163205929142,0.00586302387107536,0.243040587520518,0.00194549025062617
